excluida;linha;ID.SENTENÇA;SENTENÇA;ARG1;REL;ARG2;AVALIADOR.3;AVALIADOR.2;AVALIADOR.1;VOTO.COERENTE;VOTO.INCOERENTE;COERENCIA.FINAL;dptOIE;stanford;orange;mquni;lys;sistemas;COERÊNCIA
;88;6;Para ganhar a confiança de Sophie de volta , Krusty tenta recuperar o violino de a residência de Fat Tony com a ajuda de Homer . ;Krusty ; tenta;recuperar o violino de a residência de Fat Tony com a ajuda de Homer ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;89;6;Para ganhar a confiança de Sophie de volta , Krusty tenta recuperar o violino de a residência de Fat Tony com a ajuda de Homer . ;Krusty ; tenta;recuperar o violino de a residência de Fat Tony com a ajuda de Homer Para ganhar a confiança de Sophie ;1;1;1;3;0;1;0;1;0;0;0;stanford;1
;90;6;Para ganhar a confiança de Sophie de volta , Krusty tenta recuperar o violino de a residência de Fat Tony com a ajuda de Homer . ;Krusty ; tenta;recuperar o violino de a residência de Fat Tony com a ajuda de Homer Para ganhar a confiança de Sophie de volta ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;91;7;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) foi uma atriz britânica de cinema e teatro . ;Kitty Gordon ; foi;teatro ;0;0;0;0;3;0;0;0;1;0;0;orange;0
;92;7;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) foi uma atriz britânica de cinema e teatro . ;Kitty Gordon ; foi;uma atriz britânica ;1;1;1;3;0;1;0;0;1;0;0;orange;1
;93;7;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) foi uma atriz britânica de cinema e teatro . ;Kitty Gordon ; foi uma atriz;britânica de cinema ;1;1;1;3;0;1;0;0;1;0;0;orange;1
;94;7;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) foi uma atriz britânica de cinema e teatro . ;Kitty Gordon ; foi uma atriz;britânica de cinema e teatro ;1;1;1;3;0;1;0;0;1;0;0;orange;1
;95;7;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) foi uma atriz britânica de cinema e teatro . ;Kitty Gordon ; foi uma atriz;de cinema ;1;1;1;3;0;1;0;0;1;0;0;orange;1
;96;7;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) foi uma atriz britânica de cinema e teatro . ;Kitty Gordon ; foi uma atriz;e teatro ;0;0;0;0;3;0;0;0;1;0;0;orange;0
;97;7;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) foi uma atriz britânica de cinema e teatro . ;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) ; foi;e teatro ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;98;7;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) foi uma atriz britânica de cinema e teatro . ;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) ; foi;uma atriz britânica ;1;0;1;2;1;1;1;1;0;1;1;stanford, mquni, lys, dptoie;1
;99;7;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) foi uma atriz britânica de cinema e teatro . ;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) ; foi uma atriz;britânica de cinema ;1;0;1;2;1;1;1;1;0;1;1;stanford, mquni, lys, dptoie;1
;100;7;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) foi uma atriz britânica de cinema e teatro . ;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) ; foi uma atriz;britânica de cinema e teatro ;1;0;1;2;1;1;1;1;0;1;1;stanford, mquni, lys, dptoie;1
;101;7;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) foi uma atriz britânica de cinema e teatro . ;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) ; foi uma atriz;britânica de teatro ;1;0;1;2;1;1;1;1;0;1;0;stanford, mquni, dptoie;1
;102;7;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) foi uma atriz britânica de cinema e teatro . ;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) ; foi uma atriz;de cinema ;1;0;1;2;1;1;0;0;0;0;1;lys;1
;103;7;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) foi uma atriz britânica de cinema e teatro . ;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) ; foi uma atriz;de cinema e teatro ;1;0;1;2;1;1;1;1;0;1;0;stanford, mquni, dptoie;1
;104;7;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) foi uma atriz britânica de cinema e teatro . ;Kitty Gordon ( 22 de abril de 1878 – 26 de maio de 1974 ) ; foi uma atriz;e teatro ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;105;8;Sua dispersão é uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias . ;Sua dispersão ; é;em baixa densidade ;1;1;1;3;0;1;0;1;0;0;0;stanford;1
;106;8;Sua dispersão é uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias . ;Sua dispersão ; é;em baixa densidade , tanto em formações primárias quanto secundárias ;1;1;1;3;0;1;0;0;1;0;0;orange;1
;107;8;Sua dispersão é uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias . ;Sua dispersão ; é;em formações quanto secundárias ;0;0;0;0;3;0;0;1;0;0;0;stanford;0
;108;8;Sua dispersão é uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias . ;Sua dispersão ; é;uniforme ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;109;8;Sua dispersão é uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias . ;Sua dispersão ; é;uniforme , mas em baixa densidade , tanto em formações primárias ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;110;8;Sua dispersão é uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias . ;Sua dispersão ; é;uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias ;1;1;1;3;0;1;1;1;1;1;0;stanford, orange, mquni, dptoie;1
;111;8;Sua dispersão é uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias . ;Sua dispersão ; é;uniforme , mas em baixa densidade , tanto em formações secundárias ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;112;8;Sua dispersão é uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias . ;Sua dispersão ; é;uniforme , tanto em formações primárias ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;113;8;Sua dispersão é uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias . ;Sua dispersão ; é;uniforme em baixa densidade ;1;1;1;3;0;1;0;0;0;0;1;lys;1
;114;8;Sua dispersão é uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias . ;Sua dispersão ; é;uniforme em baixa densidade , tanto em formações primárias ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;115;8;Sua dispersão é uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias . ;Sua dispersão ; é;uniforme em baixa densidade , tanto em formações primárias quanto secundárias ;1;1;1;3;0;1;0;0;0;0;1;lys;1
;116;8;Sua dispersão é uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias . ;Sua dispersão ; é;uniforme quanto secundárias ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;117;9;Horntown é uma cidade localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes . ;Horntown ; é;uma cidade localizada ;0;0;0;0;3;0;0;0;0;1;1;mquni, lys;0
;118;9;Horntown é uma cidade localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes . ;Horntown ; é;uma cidade localizada en o estado norte - americano ;0;1;1;2;1;1;1;1;1;0;0;stanford, orange, dptoie;1
;119;9;Horntown é uma cidade localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes . ;Horntown ; é uma cidade;en o Condado de Hughes ;1;1;1;3;0;1;0;0;1;0;1;orange, lys;1
;120;9;Horntown é uma cidade localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes . ;Horntown ; é uma cidade;en o estado norte - americano de Oklahoma ;1;1;1;3;0;1;0;0;0;0;1;lys;1
;121;9;Horntown é uma cidade localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes . ;Horntown ; é uma cidade;localizada , en o Condado de Hughes ;0;1;1;2;1;1;1;1;0;0;0;stanford, dptoie;1
;122;9;Horntown é uma cidade localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes . ;Horntown ; é uma cidade;localizada en o estado norte - americano de Oklahoma ;1;1;1;3;0;1;1;1;1;0;1;stanford, orange, lys, dptoie;1
;123;9;Horntown é uma cidade localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes . ;Horntown ; é uma cidade;localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes ;1;1;1;3;0;1;1;1;1;0;1;stanford, orange, lys, dptoie;1
;124;9;Horntown é uma cidade localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes . ;Horntown ; é uma cidade localizada;en o Condado de Hughes ;1;1;1;3;0;1;0;0;0;1;0;mquni;1
;125;9;Horntown é uma cidade localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes . ;Horntown ; é uma cidade localizada;en o estado norte - americano de Oklahoma ;1;1;1;3;0;1;0;0;0;1;0;mquni;1
;126;9;Horntown é uma cidade localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes . ;Horntown ; é uma cidade localizada;en o estado norte - americano de Oklahoma , en o Condado de Hughes ;1;1;1;3;0;1;0;0;0;1;0;mquni;1
;127;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é;de Estado e de governo ;0;0;0;0;3;0;1;1;0;0;0;stanford, dptoie;0
;128;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é;de Estado e de governo de a nação sul - africana ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;129;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é;de governo ;0;0;0;0;3;0;0;0;1;0;0;orange;0
;130;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é;o chefe ;0;1;0;1;2;0;1;1;0;1;0;stanford, mquni, dptoie;0
;131;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é;o chefe de Estado ;1;1;1;3;0;1;0;0;1;0;1;orange, lys;1
;132;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é o chefe;de a nação sul - africana ;1;1;1;3;0;1;0;1;1;0;0;stanford, orange;1
;133;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é o chefe;de Estado ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;134;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é o chefe;de Estado de governo ;0;1;0;1;2;0;0;0;0;0;1;lys;0
;135;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é o chefe;de Estado de governo e de governo de a nação sul - africana ;0;0;1;1;2;0;0;0;0;0;1;lys;1
;136;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é o chefe;de Estado e de governo ;1;1;1;3;0;1;0;1;0;0;0;stanford;1
;137;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é o chefe;de Estado e de governo de a nação sul - africana ;1;1;1;3;0;1;1;1;1;1;0;stanford, orange, mquni, dptoie;1
;138;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é o chefe;de governo ;1;1;1;3;0;1;1;1;0;0;1;stanford, lys, dptoie;1
;139;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é o chefe;de governo de a nação sul - africana ;1;1;1;3;0;1;0;0;0;1;0;mquni;1
;140;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é o chefe;e de governo de a nação sul - africana ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;141;11;Foi desenvolvido como parte de o programa Oko de satélites artificiais . ;o programa ; é;Oko ;1;1;1;3;0;1;0;0;1;1;1;orange, mquni, lys;1
;142;11;Foi desenvolvido como parte de o programa Oko de satélites artificiais . ;o programa ; é;Oko de satélites artificiais ;0;1;0;1;2;0;1;1;0;0;0;stanford, dptoie;0
;143;12;en a década de 1950 , quando já se tinha a a disposição uma nova instrumentação , especialmente foguetes e sismógrafos , inspiraram a o cientista norte - americano Lloyd Berkner a propor um terceiro Ano Polar . ;norte - americano ; é;Lloyd Berkner ;0;1;1;2;1;1;0;0;1;0;1;orange, lys;1
;144;12;en a década de 1950 , quando já se tinha a a disposição uma nova instrumentação , especialmente foguetes e sismógrafos , inspiraram a o cientista norte - americano Lloyd Berkner a propor um terceiro Ano Polar . ;o cientista norte - americano ; é;Lloyd Berkner ;1;1;1;3;0;1;1;1;0;1;0;stanford, mquni, dptoie;1
;145;12;en a década de 1950 , quando já se tinha a a disposição uma nova instrumentação , especialmente foguetes e sismógrafos , inspiraram a o cientista norte - americano Lloyd Berkner a propor um terceiro Ano Polar . ;um terceiro ; é;Ano Polar ;0;0;0;0;3;0;1;0;1;0;1;orange, lys, dptoie;0
;146;12;en a década de 1950 , quando já se tinha a a disposição uma nova instrumentação , especialmente foguetes e sismógrafos , inspiraram a o cientista norte - americano Lloyd Berkner a propor um terceiro Ano Polar . ;uma nova instrumentação ; quando já se , tinha;a a disposição ;0;1;0;1;2;0;0;1;0;0;0;stanford;0
;147;12;en a década de 1950 , quando já se tinha a a disposição uma nova instrumentação , especialmente foguetes e sismógrafos , inspiraram a o cientista norte - americano Lloyd Berkner a propor um terceiro Ano Polar . ;uma nova instrumentação ; quando já se tinha;a a disposição ;0;1;0;1;2;0;0;0;0;1;1;mquni, lys;0
;148;12;en a década de 1950 , quando já se tinha a a disposição uma nova instrumentação , especialmente foguetes e sismógrafos , inspiraram a o cientista norte - americano Lloyd Berkner a propor um terceiro Ano Polar . ;uma nova instrumentação ; quando já se tinha;en a década de 1950 ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;149;13;As filmagens começaram em 11 de setembro de 2011 . ;As filmagens ; começaram;em 11 de setembro de 2011 ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;150;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;;;;;;;0;0;0;0;1;0;0;0;stanford;
;151;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí de Rocabertí e Duque ; substituto;en o Ducado de Atenas ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;152;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí de Rocabertí e Duque ; substituto;en o Ducado de Atenas entre 1381 ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;153;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí de Rocabertí e Duque ; substituto;en o Ducado de Atenas entre 1381 e 1388 ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;154;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí de Rocabertí e Duque ; substituto;en o Ducado de Atenas entre 1388 ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;155;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí de Rocabertí e Duque ; substituto;entre 1381 e 1388 ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;156;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí Visconde de Rocabertí ; foi;e Duque substituto en o Ducado de Atenas ;1;0;1;2;1;1;0;0;0;1;0;mquni;1
;157;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí Visconde de Rocabertí ; foi;e Duque substituto en o Ducado de Atenas entre 1381 ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
