;ID.SENTENÇA;SENTENÇA;ARG1;REL;ARG2;COERÊNCIA;MINIMALIDADE;sistemas
108;8;Sua dispersão é uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias . ;Sua dispersão ; é;uniforme ;;;stanford, orange, mquni, lys, dptoie
109;8;Sua dispersão é uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias . ;Sua dispersão ; é;uniforme , mas em baixa densidade , tanto em formações primárias ;;;mquni
110;8;Sua dispersão é uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias . ;Sua dispersão ; é;uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias ;;;stanford, orange, mquni, dptoie
111;8;Sua dispersão é uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias . ;Sua dispersão ; é;uniforme , mas em baixa densidade , tanto em formações secundárias ;;;mquni
112;8;Sua dispersão é uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias . ;Sua dispersão ; é;uniforme , tanto em formações primárias ;;;lys
113;8;Sua dispersão é uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias . ;Sua dispersão ; é;uniforme em baixa densidade ;;;lys
114;8;Sua dispersão é uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias . ;Sua dispersão ; é;uniforme em baixa densidade , tanto em formações primárias ;;;lys
115;8;Sua dispersão é uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias . ;Sua dispersão ; é;uniforme em baixa densidade , tanto em formações primárias quanto secundárias ;;;lys
116;8;Sua dispersão é uniforme , mas em baixa densidade , tanto em formações primárias quanto secundárias . ;Sua dispersão ; é;uniforme quanto secundárias ;;;lys
117;9;Horntown é uma cidade localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes . ;Horntown ; é;uma cidade localizada ;;;mquni, lys
118;9;Horntown é uma cidade localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes . ;Horntown ; é;uma cidade localizada en o estado norte - americano ;;;stanford, orange, dptoie
119;9;Horntown é uma cidade localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes . ;Horntown ; é uma cidade;en o Condado de Hughes ;;;orange, lys
120;9;Horntown é uma cidade localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes . ;Horntown ; é uma cidade;en o estado norte - americano de Oklahoma ;;;lys
121;9;Horntown é uma cidade localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes . ;Horntown ; é uma cidade;localizada , en o Condado de Hughes ;;;stanford, dptoie
122;9;Horntown é uma cidade localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes . ;Horntown ; é uma cidade;localizada en o estado norte - americano de Oklahoma ;;;stanford, orange, lys, dptoie
123;9;Horntown é uma cidade localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes . ;Horntown ; é uma cidade;localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes ;;;stanford, orange, lys, dptoie
124;9;Horntown é uma cidade localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes . ;Horntown ; é uma cidade localizada;en o Condado de Hughes ;;;mquni
125;9;Horntown é uma cidade localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes . ;Horntown ; é uma cidade localizada;en o estado norte - americano de Oklahoma ;;;mquni
126;9;Horntown é uma cidade localizada en o estado norte - americano de Oklahoma , en o Condado de Hughes . ;Horntown ; é uma cidade localizada;en o estado norte - americano de Oklahoma , en o Condado de Hughes ;;;mquni
127;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é;de Estado e de governo ;;;stanford, dptoie
128;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é;de Estado e de governo de a nação sul - africana ;;;mquni
129;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é;de governo ;;;orange
130;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é;o chefe ;;;stanford, mquni, dptoie
131;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é;o chefe de Estado ;;;orange, lys
132;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é o chefe;de a nação sul - africana ;;;stanford, orange
133;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é o chefe;de Estado ;;;stanford, orange, mquni, lys, dptoie
134;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é o chefe;de Estado de governo ;;;lys
135;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é o chefe;de Estado de governo e de governo de a nação sul - africana ;;;lys
136;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é o chefe;de Estado e de governo ;;;stanford
137;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é o chefe;de Estado e de governo de a nação sul - africana ;;;stanford, orange, mquni, dptoie
138;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é o chefe;de governo ;;;stanford, lys, dptoie
139;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é o chefe;de governo de a nação sul - africana ;;;mquni
140;10;O Presidente de a África de o Sul é o chefe de Estado e de governo de a nação sul - africana . ;O Presidente de a África de o Sul ; é o chefe;e de governo de a nação sul - africana ;;;lys
141;11;Foi desenvolvido como parte de o programa Oko de satélites artificiais . ;o programa ; é;Oko ;;;orange, mquni, lys
142;11;Foi desenvolvido como parte de o programa Oko de satélites artificiais . ;o programa ; é;Oko de satélites artificiais ;;;stanford, dptoie
143;12;en a década de 1950 , quando já se tinha a a disposição uma nova instrumentação , especialmente foguetes e sismógrafos , inspiraram a o cientista norte - americano Lloyd Berkner a propor um terceiro Ano Polar . ;norte - americano ; é;Lloyd Berkner ;;;orange, lys
144;12;en a década de 1950 , quando já se tinha a a disposição uma nova instrumentação , especialmente foguetes e sismógrafos , inspiraram a o cientista norte - americano Lloyd Berkner a propor um terceiro Ano Polar . ;o cientista norte - americano ; é;Lloyd Berkner ;;;stanford, mquni, dptoie
145;12;en a década de 1950 , quando já se tinha a a disposição uma nova instrumentação , especialmente foguetes e sismógrafos , inspiraram a o cientista norte - americano Lloyd Berkner a propor um terceiro Ano Polar . ;um terceiro ; é;Ano Polar ;;;orange, lys, dptoie
146;12;en a década de 1950 , quando já se tinha a a disposição uma nova instrumentação , especialmente foguetes e sismógrafos , inspiraram a o cientista norte - americano Lloyd Berkner a propor um terceiro Ano Polar . ;uma nova instrumentação ; quando já se , tinha;a a disposição ;;;stanford
147;12;en a década de 1950 , quando já se tinha a a disposição uma nova instrumentação , especialmente foguetes e sismógrafos , inspiraram a o cientista norte - americano Lloyd Berkner a propor um terceiro Ano Polar . ;uma nova instrumentação ; quando já se tinha;a a disposição ;;;mquni, lys
148;12;en a década de 1950 , quando já se tinha a a disposição uma nova instrumentação , especialmente foguetes e sismógrafos , inspiraram a o cientista norte - americano Lloyd Berkner a propor um terceiro Ano Polar . ;uma nova instrumentação ; quando já se tinha;en a década de 1950 ;;;mquni
149;13;As filmagens começaram em 11 de setembro de 2011 . ;As filmagens ; começaram;em 11 de setembro de 2011 ;;;stanford, orange, mquni, lys, dptoie
150;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;;;;;;stanford
151;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí de Rocabertí e Duque ; substituto;en o Ducado de Atenas ;;;lys
152;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí de Rocabertí e Duque ; substituto;en o Ducado de Atenas entre 1381 ;;;lys
153;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí de Rocabertí e Duque ; substituto;en o Ducado de Atenas entre 1381 e 1388 ;;;lys
154;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí de Rocabertí e Duque ; substituto;en o Ducado de Atenas entre 1388 ;;;lys
155;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí de Rocabertí e Duque ; substituto;entre 1381 e 1388 ;;;lys
156;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí Visconde de Rocabertí ; foi;e Duque substituto en o Ducado de Atenas ;;;mquni
157;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí Visconde de Rocabertí ; foi;e Duque substituto en o Ducado de Atenas entre 1381 ;;;mquni
158;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí Visconde de Rocabertí ; foi;e Duque substituto en o Ducado de Atenas entre 1381 e 1388 ;;;mquni
159;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí Visconde de Rocabertí ; foi;e Duque substituto en o Ducado de Atenas entre 1388 ;;;mquni
160;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí Visconde de Rocabertí ; foi;e Duque substituto entre 1381 e 1388 ;;;mquni
161;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí Visconde de Rocabertí ; foi e Duque substituto;en o Ducado de Atenas ;;;dptoie
162;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí Visconde de Rocabertí ; foi e Duque substituto;en o Ducado de Atenas entre 1381 ;;;dptoie
163;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí Visconde de Rocabertí ; foi e Duque substituto;en o Ducado de Atenas entre 1381 e 1388 ;;;dptoie
164;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí Visconde de Rocabertí ; foi e Duque substituto;en o Ducado de Atenas entre 1388 ;;;dptoie
165;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí Visconde de Rocabertí ; foi e Duque substituto;entre 1381 e 1388 ;;;dptoie
166;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque ; substituto;en o Ducado de Atenas ;;;orange
167;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque ; substituto;en o Ducado de Atenas entre 1381 ;;;orange
168;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque ; substituto;en o Ducado de Atenas entre 1381 e 1388 ;;;orange
169;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque ; substituto;en o Ducado de Atenas entre 1388 ;;;orange
170;14;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque substituto en o Ducado de Atenas entre 1381 e 1388 . ;Dalmau IV de Rocabertí Visconde de Rocabertí foi e Duque ; substituto;entre 1381 e 1388 ;;;orange
171;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;a limpeza e organização ; quando , notam;presente en a cultura de o povo local ;;;mquni
172;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;a limpeza e organização ; quando , notam;presente en a cultura de o povo local ;x;x;mquni, mquni, mquni, mquni, mquni
